dam_id,dam_name,dam_name_arabic,latitude,longitude,region,governorate,watershed_basin,watershed_basin_2,dam_type,status,primary_purpose,current_purpose,dam_length_m,dam_height_m,spillway_height_m,storage_capacity_m3,construction_year
id_020057,Faydat Al-Musallah,فيضة المسلح,22.478472,40.733306,Makkah,Taif,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,protection,160.0,8.0,5.0,3000000,2003
id_020058,Wadi Fatimah,وادى فاطمة,21.725044,39.828568,Makkah,Al-Jumum,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,1428.0,18.0,15.0,20000000,1984
id_020059,Am Al-Doum,ام الدوم,22.653246,41.33666,Makkah,Al-Mawih,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,recharge,185.0,7.0,5.0,134745,2012
id_020060,Thariban,ثريبان,19.459628,41.84271,Makkah,Al-Ardiyat,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,recharge,149.0,20.5,17.5,701658,2014
id_020061,Wabah,وبح,22.238312,39.849221,Makkah,Al-Kamil,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,98.0,18.0,14.0,703953,2013
id_020062,Shawqab,شوقب,20.549722,41.117139,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,94.5,18.0,15.0,345489,2010
id_020063,Qarn,قرن,21.589811,40.400072,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,150.0,23.0,20.0,709801,1987
id_020064,Al-Janah,الجناح,19.695113,41.69139,Makkah,Al-Ardiyat,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,160.0,18.0,15.0,905161,2008
id_020065,Al-Mahanad,المحند,21.041851,41.608105,Makkah,Turbah,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,296.0,15.0,12.0,2268859,2013
id_020066,Hawajiz Al-Dab'ah,حواجز الضبعة,20.532156,41.142812,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,protection,127.0,4.0,4.0,40000,2013
id_020067,Amat,عمت,21.157245,40.350458,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,90.0,9.0,7.0,500000,2007
id_020068,Al-Makhadah,المخاضة,21.166798,40.327055,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,150.0,11.0,9.0,573450,2006
id_020069,Al-Dhiyah,الضحيا,21.241667,40.345833,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,earthfill,completed,drinking_water,recharge,250.0,11.0,9.0,577550,2006
id_020070,Al-Laqitah,اللقيطه,21.479624,39.858544,Makkah,Makkah,Wadi Al-Khurma Basin,,earthfill,completed,drinking_water,recharge,206.0,11.0,8.0,600000,2012
id_020071,Kalakh,كلاخ,21.262717,40.782789,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,protection,164.0,10.0,7.0,2300000,1983
id_020072,Liyah,ليا,21.217906,40.455117,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,rockfill,completed,drinking_water,recharge,120.0,22.0,18.0,10000000,1981
id_020073,Sisad,سيسد,21.293586,40.494242,Makkah,Taif,Wadi Al-Khurma Basin,rainfall_area,concrete,completed,drinking_water,recharge,58.0,8.5,7.0,500000,1998
id_020074,Aqawam Rabigh,عقوم رابغ,22.808722,39.023682,Makkah,Rabigh,B,,concrete,completed,drinking_water,protection,2000.0,2.0,0.0,500000,1999
id_020075,Al-Ghalah,الغالة,20.394117,40.254865,Makkah,Al-Lith,C,,concrete,completed,drinking_water,protection,414.0,14.0,12.0,4400000,2018
id_020076,Al-Shaqqah,الشاقة,20.160673,40.838555,Makkah,Adham,Wadi Al-Khurma Basin,,concrete,completed,drinking_water,recharge,271.0,24.0,22.0,5660000,2018
id_020077,Buwah,بوا,20.749444,41.028889,Makkah,Misan,Wadi Al-Khurma Basin,rainfall_area,concrete,under_construction,drinking_water,protection,206.0,28.5,0.0,6052785,
id_030000,Al-Nahitah,النحيتة,25.212219,40.381161,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,concrete,completed,drinking_water,protection,230.0,6.0,4.0,77526,2014
id_030001,Abu Hanak,ابوحنك,25.132892,40.372488,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,concrete,completed,drinking_water,recharge,45.0,8.0,3.5,80000,1983
id_030002,Al-Wajab,الوجب,24.993948,40.038059,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,concrete,completed,drinking_water,protection,101.0,7.0,4.5,140804,2014
id_030003,Abu Ghasha,ابوغاشا,25.156667,40.468056,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,rockfill,completed,drinking_water,recharge,105.0,8.0,3.7,160000,1984
id_030004,Al-Jarisiyah,الجريسيه,23.536111,40.815278,Madinah,Mahad Al-Dhahab,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,recharge,307.0,6.0,4.0,214400,2008
id_030005,Shalal,شلال,26.798218,37.858103,Madinah,Al-Ula,Wadi Al-Akhdar Basin,,concrete,completed,drinking_water,protection,162.0,8.0,5.5,318000,2008
id_030006,Qaran,قران,23.273889,40.331111,Madinah,Mahad Al-Dhahab,Wadi Al-Hamad Basin,rainfall_area,earthfill,completed,drinking_water,recharge,500.0,5.0,3.0,500000,1976
id_030007,Al-Salahaniyah,الصلحانيه,22.863333,40.4595,Madinah,Mahad Al-Dhahab,Wadi Al-Hamad Basin,rainfall_area,earthfill,completed,drinking_water,recharge,100.0,13.0,10.5,500000,2002
id_030008,Amirah,أميره,25.581667,38.105278,Madinah,Al-Is,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,recharge,342.0,7.0,4.0,321215,2009
id_030009,Nakhala,نخلا,26.543611,38.331389,Madinah,Al-Ula,Wadi Al-Akhdar Basin,,earthfill,completed,drinking_water,recharge,405.0,8.0,6.0,428903,2009
id_030010,Al-Shara'ih,الشرائع,24.411667,39.636667,Madinah,Madinah,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,protection,500.0,8.0,5.7,880000,1980
id_030011,Al-Farah,الفرع,23.343056,39.662778,Madinah,Wadi Al-Farah,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,274.0,13.0,10.0,1000000,2009
id_030012,Al-Ghab,الغاب,24.635342,39.516197,Madinah,Madinah,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,protection,650.0,11.0,8.9,1000000,1978
id_030014,Talal,طلال,24.645833,41.961389,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,480.0,7.5,4.5,1204388,2013
id_030015,Tasha,طاشا,24.038056,38.898056,Madinah,Badr,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,protection,460.0,8.0,4.5,2000000,2011
id_030016,Al-Aqiq Al-A'lah,العقيق الاعلى,23.924722,39.697222,Madinah,Wadi Al-Farah,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,268.0,19.0,16.0,2000000,2010
id_030017,Bidan,بيضان,23.139667,40.486167,Madinah,Mahad Al-Dhahab,Wadi Al-Hamad Basin,rainfall_area,earthfill,completed,drinking_water,recharge,750.0,9.0,7.0,2200000,1998
id_030018,Malal,ملل,24.370222,39.289222,Madinah,Madinah,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,recharge,475.0,9.0,6.0,3000000,2002
id_030019,Al-Murabah,المربع,25.322222,38.350278,Madinah,Al-Is,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,recharge,312.0,8.0,5.0,1318125,2008
id_030020,Rim,ريم,24.062398,39.571199,Madinah,Madinah,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,protection,1146.0,10.0,7.0,2918500,2009
id_030021,Wasat Al-Jazl,وسط الجزل,26.558889,37.618056,Madinah,Al-Ula,Wadi Al-Akhdar Basin,,earthfill,completed,drinking_water,protection,506.0,16.0,10.0,10000000,2013
id_030022,Al-Aqul,العاقول,24.522222,39.728056,Madinah,Madinah,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,450.0,11.0,7.0,1000000,1978
id_030023,Am Talhah,ام طلحة,26.154342,38.849117,Madinah,Khaybar,Wadi Al-Akhdar Basin,,earthfill,completed,drinking_water,recharge,373.0,9.0,6.0,707141,2018
id_030024,Al-Hanaw,الحنو,23.816389,38.8025,Madinah,Badr,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,93.0,12.5,9.5,141435,2016
id_030025,Ashar,عشار,26.723064,37.868702,Madinah,Al-Ula,Wadi Al-Akhdar Basin,,earthfill,completed,drinking_water,protection,335.0,8.0,5.5,284355,2014
id_030026,Khalis,خالص,26.614391,37.914449,Madinah,Al-Ula,Wadi Al-Akhdar Basin,,earthfill,completed,drinking_water,protection,279.0,12.0,8.0,348682,2011
id_030027,Al-Sadr,الصدر,26.593413,37.901969,Madinah,Al-Ula,Wadi Al-Akhdar Basin,,earthfill,completed,drinking_water,protection,282.0,11.0,8.0,373593,2011
id_030028,Ajathaliyah,أجثلية,25.164167,40.329722,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,285.0,6.0,4.5,440769,2013
id_030029,Dhalamah,ظلامه,23.698611,39.567778,Madinah,Wadi Al-Farah,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,protection,297.0,8.5,6.0,1000000,2010
id_030030,Bathan,بطحان,24.411667,39.636667,Madinah,Madinah,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,266.0,12.0,9.0,500000,1966
id_030031,Al-Muqarran,المقرن,24.99,40.545556,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,concrete,completed,drinking_water,protection,144.0,10.0,7.0,854322,2014
id_030032,Qasibah,قصيباء,25.010321,40.507014,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,stone_masonry,completed,drinking_water,recharge,680.0,5.0,3.0,300000,1982
id_030033,Ahamir,احامر,25.250678,40.421228,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,438.0,12.0,9.0,848721,2014
id_030034,Al-Tar'ah,الترعه,24.015,39.049722,Madinah,Badr,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,protection,450.0,12.0,10.0,2000000,1978
id_030035,Al-Far'ah,الفرعه,24.480833,38.493333,Madinah,Yanbu,Wadi Al-Hamad Basin,,concrete,completed,drinking_water,recharge,600.0,18.5,13.5,20000000,1983
id_030036,Hadhawadha,حظوظا,24.420556,39.980556,Madinah,Madinah,Wadi Al-Hamad Basin,,earthfill,completed,drinking_water,protection,595.0,7.0,4.5,40000000,1999
id_030037,Qusayba' Al-Tad'imi,قصيباء التدعيمي,25.049046,40.473171,Madinah,Al-Hanakiyah,Wadi Al-Rumah Basin,,concrete,completed,drinking_water,protection,192.0,6.5,4.0,224127,2015
id_030038,Al-Hasid,الحصيد,25.551061,39.385829,Madinah,Khaybar,Wadi Al-Hamad Basin,,stone_masonry,completed,drinking_water,recharge,91.0,8.0,4.5,400000,
id_030039,Al-Aqul Al-Hajari,العاقول الحجري,24.31816,39.448696,Madinah,Madinah,Wadi Al-Hamad Basin,,stone_masonry,completed,drinking_water,protection,200.0,4.5,3.0,17000000,1950
id_040000,Aba Al-Hiyas,ابا الحياص,25.522692,42.815416,Qassim,Al-Nabhaniyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,157.0,9.5,6.0,79473,2017
id_040001,Al-Rubiqah,الربيقة,25.445556,43.831944,Qassim,Al-Rass,Wadi Hanifah Basin,,earthfill,completed,drinking_water,recharge,688.0,4.5,2.0,112151,2011
id_040002,Al-Matla' Al-Aysar,المطلاع الايسر,25.821111,43.017222,Qassim,Al-Nabhaniyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,315.0,6.0,3.0,122678,2009
id_040003,Aba Al-Hadar,ابا الهدار,25.549356,42.750702,Qassim,Al-Nabhaniyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,196.0,7.0,5.0,141034,2012
id_040004,Aba Al-Rimah,ابا الرماح,25.49313,42.8098,Qassim,Al-Nabhaniyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,134.0,5.5,3.0,101814,2015
id_040005,Al-Matla' Al-Ayman,المطلاع الايمن,25.848603,43.015276,Qassim,Al-Nabhaniyah,Wadi Arar Basin,,earthfill,completed,drinking_water,protection,250.0,8.0,5.0,250000,1982
id_040006,Qatan,قطن,25.955008,42.338155,Qassim,Uqlat Al-Suqur,Wadi Arar Basin,,earthfill,completed,drinking_water,protection,388.0,5.0,0.0,280350,2007
id_040008,Wadi Al-Nakhil,وادي النخيل,25.428092,42.839694,Qassim,Al-Nabhaniyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,363.0,5.0,2.0,107466,2011
id_040009,Abu Jurayfah,ابوجريفة,26.194917,42.728295,Qassim,Buraydah,Wadi Arar Basin,,earthfill,completed,drinking_water,protection,680.0,5.5,2.0,538464,2012
id_040010,Al-Rubiq,الربيق,25.420556,43.847778,Qassim,Al-Mithnab,Wadi Hanifah Basin,,earthfill,completed,drinking_water,protection,810.0,4.0,0.0,500000,2004
id_040012,Dar'ah,درعة,25.336667,43.601667,Qassim,Al-Rass,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,618.0,5.0,2.0,60000,2009
id_040013,Uqlat Al-Suqur,عقلة الصقور,25.848561,42.106525,Qassim,Uqlat Al-Suqur,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,1301.0,4.5,0.0,712000,2007
id_040014,Al-Fawarah,الفواره,26.241667,42.470833,Qassim,Buraydah,Wadi Arar Basin,,earthfill,completed,drinking_water,protection,650.0,5.0,0.0,1093000,2007
id_040015,Al-Rummah,الرمه,26.199722,44.021667,Qassim,Unayzah,Wadi Arar Basin,,concrete,completed,drinking_water,protection,700.0,7.0,4.0,1500000,1977
id_040016,Marid,مارد,26.815422,44.209038,Qassim,Al Asyah,Wadi Arar Basin,,earthfill,completed,drinking_water,protection,500.0,7.0,4.0,1300000,1976
id_040017,Bada'ih Al-Hamamin,بدائع الحمامين,24.968959,42.064096,Qassim,Dariyah,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,recharge,620.0,4.5,3.0,318616,2014
id_050000,Al-Dhibiyah,الذيبية,28.094558,45.650503,Eastern,Hafar Al-Batin,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,1390.0,6.0,4.0,5718024,2018
id_050001,Hafar Al-Batin,حفر الباطن,28.012222,45.507222,Eastern,Hafar Al-Batin,Wadi Al-Rumah Basin,,earthfill,completed,drinking_water,protection,330.0,11.5,8.5,5503925,2013
id_060000,Al-Marah,المراء,31.6375,40.146944,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,311.0,5.5,3.0,744065,2008
id_060001,Al-Hilali,الهلالي,30.83059,41.24486,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,414.0,5.5,3.0,991250,2008
id_060002,Al-Lawiziyah,اللويزية,31.086944,41.026389,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,530.0,7.0,5.0,623246,2008
id_060003,Uwayj Al-Tal'ah,عويج الطلعة,29.789167,43.058611,Northern Borders,Rafha,Wadi Arar Basin,,earthfill,completed,recharge,protection,365.0,4.0,2.0,251651,2013
id_060004,Turif,طريف,31.611389,38.521111,Northern Borders,Turaif,Wadi Al-Sirhan Basin,,earthfill,completed,recharge,protection,255.0,8.0,5.0,725625,2008
id_060005,Al-Awashaqi,العوشقي,30.900428,40.854141,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,595.0,6.0,4.0,713200,2008
id_060006,Gharabah,غرابة,30.877363,40.835401,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,1094.5,6.5,4.0,4124800,2014
id_060007,Aba Al-Qur,ابا القور,30.769641,41.47753,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,736.0,8.0,5.0,3520000,2008
id_060008,Badanah,بدنة,31.03,40.850833,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,783.0,9.0,6.0,4678750,2008
id_060009,Ar'ar,عرعر,30.811944,40.696389,Northern Borders,Arar,Wadi Arar Basin,,earthfill,completed,recharge,protection,1828.0,9.0,7.0,10366000,2006
id_070000,Ayash,عياش,19.412083,42.055667,Asir,Al-Namas,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,130.0,17.0,14.0,1000000,2004
id_070001,Ara'ir,عراعر,17.656353,43.462664,Asir,Dhahran Al-Janub,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,145.0,28.0,22.0,963000,1984
id_070002,Al-Gharabah,الغرابه,18.790556,42.305556,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,120.0,25.0,21.0,1500000,2004
id_070003,Badwah,بدوه,19.168061,42.164667,Asir,Al-Namas,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,111.0,28.0,24.0,2000000,2007
id_070004,Abha,أبها,18.209935,42.488654,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,350.0,25.5,22.5,2130000,1974
id_070005,Al-Fawhah,الفوهة,19.748056,41.983333,Asir,Balqarn,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,100.0,24.0,20.0,3000000,2009
id_070006,Tandahah,تندحه,18.312683,42.876847,Asir,Khamis Mushait,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,120.0,16.0,10.0,4200000,1983
id_070007,Atud Al-Khamis,عتود الخميس,18.260411,42.715894,Asir,Khamis Mushait,Wadi Al-Dawasir Basin,rainfall_area,rockfill,completed,drinking_water,protection,340.0,22.0,16.0,6240000,1981
id_070008,Tarjis,ترجس,19.104167,42.295,Asir,Al-Namas,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,184.0,25.0,20.0,9713800,2012
id_070009,Marbah,مربة,17.903333,42.384722,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,drinking_water,drinking_water,215.0,32.0,26.0,10000000,2008
id_070010,Atud,عتود,17.900556,42.471111,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,drinking_water,drinking_water,227.0,35.0,29.0,10000000,2008
id_070012,Tabalah,تبالة,19.953934,42.143974,Asir,Bisha,Wadi Al-Dawasir Basin,rainfall_area,rockfill,completed,drinking_water,drinking_water,420.0,49.25,34.25,68410000,2014
id_070013,Shihanah,شيهانه,19.588889,41.9275,Asir,Balqarn,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,79.0,15.0,12.0,271100,2010
id_070014,King Fahad,الملك فهد,19.6964,42.487117,Asir,Bisha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,drinking_water,drinking_water,507.0,68.0,60.5,325000000,1997
id_070016,Yabah,يبة,19.014722,41.643889,Asir,Bariq,Wadi Al-Dawasir Basin,,concrete,completed,drinking_water,drinking_water,234.0,47.0,0.0,80913300,
id_070017,Shi'b Al-Harajah,شعب الحرجه,17.973105,43.393198,Asir,Al-Harjah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,protection,62.0,11.0,9.0,103108,2015
id_070018,Al-Qurihah,القريحاء,18.110833,43.142778,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,protection,186.5,7.5,4.5,26105,2009
id_070019,Al-'Aws,العوص,18.279619,42.333383,Asir,Rijal Almaa,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,protection,55.0,12.0,9.0,35000,1985
id_070020,Rim,ريم,18.235867,42.178497,Asir,Rijal Almaa,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,55.0,11.0,8.0,50000,1982
id_070021,Al-'Asim,ال عاصم,18.29138,42.444115,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,70.0,15.0,12.0,60000,1983
id_070022,Al-Sawdah,السوده,18.236389,42.412778,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,protection,28.0,13.0,10.0,340000,1983
id_070023,Khath'am,خثعم,19.799444,41.8825,Asir,Balqarn,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,50.0,11.0,8.0,252000,1983
id_070024,Marah,مرة,18.5825,42.15,Asir,Muhayil,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,253.0,16.0,13.0,325000,2009
id_070025,Al-Ramid,الرميد,17.981392,43.20996,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,105.0,8.0,5.5,90000,2003
id_070026,Zahrah Bani Bashar,زهره بني بشر,17.941944,43.225833,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,175.0,10.0,7.0,100000,1983
id_070027,Khidar,خضار,18.153911,43.1882,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,241.0,12.0,9.0,108000,2003
id_070028,Al-'Amal (Zahir),العمل (زهير),18.076667,43.235556,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,81.0,16.0,13.0,110000,2010
id_070029,Al Basam,ال بسام,18.035556,43.188611,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,176.0,6.0,3.0,47700,2010
id_070030,Bani Qays,بني قيس,19.145,42.034006,Asir,Al-Majardah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,120.0,15.0,12.0,117000,2003
id_070031,Al-Mashrab,المشرب,18.1383,43.134147,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,391.0,9.0,6.0,111170,2010
id_070033,Al-Wuqirah,الوقيره,18.014143,43.328845,Asir,Al-Harjah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,105.0,6.0,4.25,100000,2004
id_070034,Tha'abah,ثعابه,18.266239,42.270122,Asir,Rijal Almaa,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,100.0,11.0,8.0,230000,1983
id_070035,Mahlah 'Ar'arah,محلاة عرعرة,17.932042,43.286525,Asir,Al-Harjah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,113.0,12.0,9.0,79229,2010
id_070036,Al-Dirham,ال درهم,17.993643,43.264752,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,168.0,15.0,12.0,86700,2010
id_070037,Al-Batnah,البطنه,18.858056,42.655278,Asir,Khamis Mushait,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,360.0,13.0,10.0,151800,1983
id_070038,Ru'am,روام,18.329722,42.0925,Asir,Rijal Almaa,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,57.0,16.0,13.0,1500000,1985
id_070039,Al-Ghilan,الغيلان,18.055833,42.951492,Asir,Ahad Rafidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,150.0,14.0,11.5,150000,2004
id_070040,Rimah,ريمه,18.355,42.386389,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,205.0,15.0,12.0,230000,2009
id_070041,Tulihah Al-Sharaf,طليحة الشرف,18.447222,43.371389,Asir,Abha,Wadi Al-Dawasir Basin,,earthfill,completed,recharge,recharge,281.0,8.0,6.0,355650,2010
id_070042,Al-Hadilah,ال حديله,18.050833,42.814444,Asir,Ahad Rafidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,265.0,9.5,6.5,160000,2010
id_070043,Wasanib,وسانب,18.358056,42.240833,Asir,Muhayil,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,100.0,23.0,20.0,182000,1985
id_070044,Radah,راده,18.236714,42.205464,Asir,Rijal Almaa,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,70.0,18.0,15.0,192000,1985
id_070045,Bashut,باشوت,19.579444,41.889444,Asir,Balqarn,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,protection,250.0,13.0,10.0,200000,1983
id_070046,Al-Faqa'is,الفقاعيس,18.0225,43.28201,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,105.0,13.0,10.0,102700,2010
id_070047,Al 'Ifah,ال عيفه,17.790833,43.417222,Asir,Al-Harjah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,115.0,14.0,11.0,74700,2010
id_070048,Al-Khulsah,الخلصة,18.766944,42.260556,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,94.0,20.0,16.0,138000,2009
id_070049,Al-Qabdah,القبضه,17.634683,43.525867,Asir,Dhahran Al-Janub,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,50.0,13.0,10.0,260000,1984
id_070050,Shari,شري,18.982222,41.911111,Asir,Bariq,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,208.0,12.0,9.0,275247,2009
id_070051,Al-Harajah,الحرجه,17.915733,43.332072,Asir,Al-Harjah,Wadi Al-Dawasir Basin,rainfall_area,rockfill,completed,recharge,recharge,160.0,11.5,8.0,280000,1983
id_070052,Ghadar,غضار,19.549444,41.983333,Asir,Balqarn,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,157.0,13.0,10.0,300000,1980
id_070053,Al-'Ayinah,العاينه,18.053333,42.2683,Asir,Rijal Almaa,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,80.0,8.0,5.5,300000,1982
id_070054,Sadwan,سدوان,18.908611,42.225278,Asir,Tanumah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,115.0,18.0,15.0,264000,2010
id_070055,As-Samkhiyah,الصمخية,18.073139,42.829531,Asir,Ahad Rafidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,264.0,9.0,6.0,90375,2010
id_070056,Al-Maraghah,المراغه,18.162483,42.797581,Asir,Ahad Rafidah,Wadi Al-Dawasir Basin,rainfall_area,rockfill,completed,recharge,recharge,233.0,11.0,8.0,300000,1982
id_070057,Al-Akhdar Al-Musfir,الاخضر ال مسفر,18.59094,42.473017,Asir,Abha,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,98.0,14.0,11.0,332610,2015
id_070058,Hijrat Zahir,هجرة زهير,18.283333,43.29365,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,concrete,completed,recharge,recharge,100.0,10.0,7.0,350000,1983
id_070059,Al-Nahrah,النحره,17.993107,43.202364,Asir,Sarat Abidah,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,95.0,13.0,10.0,350000,2002
id_070060,Rawdan,روضان,18.580533,42.816416,Asir,Khamis Mushait,Wadi Al-Dawasir Basin,rainfall_area,earthfill,completed,recharge,recharge,169.0,6.5,4.0,357160,2015
