dam_id,dam_name,sed_yield_t_ha_yr,area_km2
id_130007,Makish,1.113022646,86.04250099
id_130008,Khadiran,3.479503422,128.1410915
id_130009,Al-Mahjar,2.975408202,84.92991718
id_130010,Al-Yatim,3.307672323,13.57505653
id_130011,Makhdab,3.740026806,180.9628536
id_130012,Thar,3.422285132,368.1832468
id_130013,Humayran,3.645742143,38.6726371
id_130014,Al-Ashah,2.609146877,32.73197384
id_130015,Qatan,3.34321805,94.93009322
id_130016,(Surum) Halal,8.488273607,311.5019465
id_130017,Al-Khadarah,4.360823951,19.38618805
id_130018,Na'wan,2.816824243,29.166279
id_130019,Al-Safah,3.88100116,15.78046068
id_130020,Tarimah,4.250778824,320.3012634
id_130021,Al-Malihah,3.135061102,84.232361
id_130022,Akadhaba,4.347680965,4.348567623
id_130023,Al-Athibah,4.346914725,36.81911794
id_130024,Hadadah,6.944868145,143.3696926
id_130025,Al-Haj,7.244566876,19.48923772
id_130026,Al-Sharam,6.048184765,212.9557194
id_130027,Qurdah,4.394837549,18.67369211
id_130028,Matarah Al-Qaran,5.006766889,574.8351415
